"nypy","name","address","pimpinan_yayasan","operator_yayasan","kode_pos","no_pendirian_yayasan","tgl_pendirian_yayasan","num_schools"
"AM6199","YAYASAN PUTRA PERDANA INDONESIA","Jl. Citra Raya Utama Barat No. 27 Griya Harsa II Blok I 10 Citra Raya Keca, CIKUPA, Kec. Cikupa, Kab. Tangerang Prov. Banten","DR.H.JUANDA USMAN,S.E,S.H,MM","RESTU HERDIAN","15710","26","12 Mar 2009","1"
"AC0899","Aziziah","Bukit Kenten, 8 Ilir, Kec. Ilir Timur II, Kota Palembang Prov. Sumatera Selatan","Abbas Effendi","Muhammad Iqbal,S.H.","30114","","01 Jan 1993","2"
"AN6486","Yayasan Pendidikan Kristen  Polycarpus Belu","Atambua, -, Kec. Kota Atambua, Kab. Belu Prov. Nusa Tenggara Timur","MELKIAS TAKOY, SH","JACOB PANIE","85711","96","19 Jul 2011","2"
"AW8789","YAYASAN PENDIDIKAN KRIDA UTAMA BANDAR LAMPUNG","JL. URIP SUMOHARJO GG. PRAJURIT NO. 1, -, Kec. Sukarame, Kota Bandar Lampung Prov. Lampung","G. I Putu Himogiri","M. Syah  putra kusuma admadja","35131","01","12 Mar 2014","2"
"AN6017","Jaya Negara","Jln. Pandan Kasturi II, Tantui Bawah, Pandan Kasturi, Kec. Sirimau, Kota Ambon Prov. Maluku","Nur Ija Imran, S.Pd, M.Si","Robertho Wakanno","97128","3","11 Mar 2004","3"
"AX1592","Yayasan Persekolahan Kristen Sumba Barat","Jalan Ahmad Yani No. 109, -, Kec. Kota Waikabubak, Kab. Sumba Barat Prov. Nusa Tenggara Timur","Yakobus Bulu Ngongo, B.Th","DEBORA LALI KAKA","87211","14-XI-1998","31 Aug 1998","1"
"AM1956","LEMBAGA PENDIDIKAN DHARMA BHAKTI","Jalan Mayor Zen Lr Iwari 2, SUNGAI SELINCAH, Kec. Kalidoni, Kota Palembang Prov. Sumatera Selatan","ZAINAL ABIDIN","Nugraha Rachmatullah","30119","","01 Jul 1987","1"
"AA1318","Yayasan Darussalam Koposari","jl.alternatif Cibubur-Cileungsi, Cileungsi, Kec. Cileungsi, Kab. Bogor Prov. Jawa Barat","Hilal Handaya, ST","Dede Suryadi","16820","48","10 Dec 2010","2"
"AE7490","DARUL MUTA'ALLIMIN GAMPONG MATANG PANYANG","JALAN MEDAN - B. ACEH KM. 313, -, Kec. Baktiya Barat, Kab. Aceh Utara Prov. Aceh","TGK. ZUBIR","ABDUL AZIZ","24392","N0. 20","20 Sep 2011","2"
"AB9151","Yayasan Tibyan al-Insan","Parit 5 Selatan, sungai simbar, Kec. Kateman, Kab. Indragiri Hilir Prov. Riau","Zian Kurniawan","","29255","18","28 Oct 2011","1"
"AA4492","Yayasan Al-Maghfirah Telajung","Jl. Raya Kp. Utan Setu Desa Telajung Kecamatan Cikarang Barat Kabupaten Bekasi, Telajung, Kec. Cikarang Barat, Kab. Bekasi Prov. Jawa Barat","H. Jajang Wahyudin. S.IP.Ms.I","ALI BAGUS SURAHMAN","17530","07","31 Mar 2012","2"
"AB6950","SMK SWASTA HKI SIPAHUTAR","JL.DR.TD.PARDEDE, Sabungan nihuta II, Kec. Sipahutar, Kab. Tapanuli Utara Prov. Sumatera Utara","Tincer Pardede","Harris Silitonga","22471","76/HKI-PP/RSP/2006","26 Feb 2006","1"
"AD7510","YAYASAN PENDIDIKAN MUTIARA BARU","JL. PRAMUKA KAV. 64, SEPANJANG JAYA, Kec. Rawalumbu, Kota Bekasi Prov. Jawa Barat","Aryo Seno Prayuda, SE","DINI NURAENY","17114","","01 Jul 1998","5"
"AA6432","SURYA BUANA KEBUMEN",", KEBUMEN, Kec. Kebumen, Kab. Kebumen Prov. Jawa Tengah","H. KHAYUB MUHAMAD LUTFI ,SE","GAGAH PERWIRA","","421.9/1137","20 Jul 2014","1"
"AG8561","Pondok Pesantren Al-Uswah","Jl. Mr. Koesbiono Tjondro Wibowo, Pakintelan, Kec. Gunung Pati, Kota Semarang Prov. Jawa Tengah","KH. M. Thoyyib Farchany","Riyani","50227","064","22 Feb 2000","2"
"AD5281","YAYASAN ULIL ALBAB","Jln. Raya Kebarepan No. 06, Kebarepan, Kec. Plumbon, Kab. Cirebon Prov. Jawa Barat","H. SLAMET RIYADI","MOH RHEZA PALEVA","45155","","","5"
"AL0480","YAYASAN RAUDLOTUL IHSAN","RAYA SOBANG PANIMBANG KM. 01, PANGKALAN, Kec. Sobang, Kab. Pandeglang Prov. Banten","H. MIRZA HASBULLAH","KARNA SUBAGJA","42281","56","16 Aug 2000","1"
"AL2909","AL- Mubarokah Situpari","Kp. Situpari, -, Kec. Cikalong, Kab. Tasikmalaya Prov. Jawa Barat","Aj Enuh","DIAN ANTONI","46195","131","24 Nov 2015","2"
"AG5906","Yayasan Pendidikan Universitas Presiden","Kota Jababeka, Jl. Ki Hajar Dewantara, -, Kec. Cikarang Utara, Kab. Bekasi Prov. Jawa Barat","Prof. Dr. ir. Budi Susilo Soepandji, DEA.","ardiansyah","17550","09","12 Jan 2001","5"
"AD7008","YAYASAN ATIKAN SUNDA","JL. P.H.H MUSTAPA NO. 115, -, Kec. Cibeunying Kidul, Kota Bandung Prov. Jawa Barat","Dr. Adil A. Fadilakusumah, M.Si.","SONY RAI MOERDANI","40125","132/noozar","19 Nov 1955","6"
"AE6113","YAYASAN PONPES WALI SONGO SAMPANG","Dusun Teben Pal 6, -, Kec. Sampang, Kab. Sampang Prov. Jawa Timur","MOH. HOLILI","Siti Nurhalimah","69251","28","25 May 2022","2"
"AE2001","YAYASAN ASRAM","Jl. Pandegarini No.9 Ring Road Utara ( jalan Kaliurang Km.6) Yogyakarta, Sleman, Kec. Mlati, Kab. Sleman Prov. D.I. Yogyakarta","Drs, H.A. Hafidh Asrom, MM","Indah karohmawati","","43/D.K.N.P/IX/2007","04 Sep 2007","11"
"AD8682","Syech Jalaluddin Wonosobo","Jl: Lancar-Wadaslintang Km 06, Lancar, Kec. Wadaslintang, Kab. Wonosobo Prov. Jawa Tengah","Iswanto S. Saputro","TEDI PAMUNGKAS","56365","4","31 Dec 2010","1"
"AG4987","YAYASAN DARUSSALAM WANARAJA","JL.RAYA WANARAJA No.400, WANARAJA, Kec. Wanaraja, Kab. Garut Prov. Jawa Barat","KH.ABDUL HALIM,Lc","DEFI FIRMANSYAH","44183","077/102.I/81","01 Apr 1981","1"
"AB5434","PUTIKECWARA","Jl. Panglima Sudirman 91 C, NGAGLIK, Kec. Batu, Kota Batu Prov. Jawa Timur","R.DWI ANANDA MANUKETIAWAN, SH","Nunuk Lukiati","65311","9/PP/YYS/V/1994","16 Jun 1994","1"
"AO2577","Tunas Global Sejahtera","Jl. Tidore No. 08, Kebun Handil, Kec. Jelutung, Kota Jambi Prov. Jambi","Yudi Limardi","yusuf","36137","35","09 Nov 2015","2"
"AA0744","Yayasan pendidikan Dharma Karya","Jl. Melawai No. 2 Kav. 207 A Kebayoran Baru Jakarta Selatan, Melawai, Kec. Kebayoran Baru, Kota Jakarta Selatan Prov. D.K.I. Jakarta","Drs. Ir. Soeharto, MM","Kartiko Setyoardi","12160","001","17 Oct 2014","2"
"AG5556","GAREN","Jl.Cipelang Raya No.421 Kec.Tukdana Kab.Indramayu, Rancajawat, Kec. Tukdana, Kab. Indramayu Prov. Jawa Barat","JUWARIYAH, S.Pd.I","Suwandi","45272","09876543","13 Mar 2010","1"
"AX2434","YAYASAN PENDIDIKAN PONDOK PESANTREN AL HUDAA","Jl. KH. Maksum, -, Kec. Kebonsari, Kab. Madiun Prov. Jawa Timur","KH. Hakim Azizi, Lc","Muhlis Rifa'i Naja","63173","66","05 Nov 2015","1"
"AL2932","Daarul Muta'alimin","Kp Nagrak, Girijaya, Kec. Bojongasih, Kab. Tasikmalaya Prov. Jawa Barat","Anwar S.Pd.i","Wildan Saeful Milah","46188","0","17 Jul 2015","1"
"AC8602","Yayasan Pendidikan Kristo Regi","Jl. Kenanga, No.01, Naikolan, Kec. Maulafa, Kota Kupang Prov. Nusa Tenggara Timur","Pati Servasius","Agustinus Lukas Tande","85228","18","13 Jan 2020","4"
"AG4606","Wiyatamandala Bandung","Jl.Griya Ranca Indah A2 No. 14, Jelegong, Kec. Rancaekek, Kab. Bandung Prov. Jawa Barat","Indra Hermawan","Muhamad Jihad Andiana","40394","421.3 / 1117 - Disdikbud","29 Apr 2016","1"
"AM9400","YAYASAN AL BASITH","JALAN ANYAR NO 9, MARGABAKTI, Kec. Cibeureum, Kota Tasikmalaya Prov. Jawa Barat","H. HADIAT HERDIANA, S.Pd.","Siti Hamidah Balqis","","A","25 Aug 2015","1"
"AL3097","Nurul Fajri","Jl. Desa Weragati Utara, Weragati, Kec. Palasah, Kab. Majalengka Prov. Jawa Barat","Gianto Rohanda","","45475","AHU-1520. AH.01.04 Tahun 20111","23 Feb 2011","1"
"AC8350","YAYASAN PENDIDIKAN TRIOL ENDE","JLN. SAMRATULANGI ENDE , PAUPIRE, Kec. Ende Tengah, Kab. Ende Prov. Nusa Tenggara Timur","EMILIANUS SEKO","Flavianus Berdikari Raja","","","09 Dec 2014","1"
"AX2824","Yayasan Pendidikan Muslihan Nuri Al-Hasany Al Barru Dasan Baru","Dasan Baru Selatan , -, Kec. Suralaga, Kab. Lombok Timur Prov. Nusa Tenggara Barat","H. Makrup, S.Pd.I","Muhammad Anharuddin","83659","037","21 Apr 2017","1"
"AA0131","YAYASAN PERMATA INDAH PENJARINGAN","Jl. Kampung Gusti Blok A/1, Pejagalan, Kec. Penjaringan, Kota Jakarta Utara Prov. D.K.I. Jakarta","Surjani Kartono","Seraya Heman","14450","1728","19 Sep 2012","3"
"AL9154","Kartanegara","Jl. Sutami no 27, Banjaran, Kec. Kota Kediri, Kota Kediri Prov. Jawa Timur","R.KOESWANTO,SH","Ganesa Pradana","62347","08","04 May 1968","1"
"AF5456","LP Maarif NU 01 Berau","Gunung Panjang, Gunung, Kec. Tanjung Redeb, Kab. Berau Prov. Kalimantan Timur","Kusnan","PURNOMO ROMDHONI, S.Pd, M.E","77311","","07 Nov 2014","1"
"AF4879","PP.MADRASAH ISLAMIYAH Al-Fattah","Jl. Karya Baru Sungai Tuan Ulu, Sungai Tuan Ulu, Kec. Astambul, Kab. Banjar Prov. Kalimantan Selatan","KH.Masdar.HU","Muhammad Nuzhan","70671","63","23 Apr 2004","1"
"AM8830","YP Al Fattah","JL. SUKABUMI NO. 6, Karangpawitan, Kec. Karawang Barat, Kab. Karawang Prov. Jawa Barat","SURANTO, S.T","MITRA SASMITA","","AHU-0000424.AH.01.04.","10 Aug 2016","1"
"AJ6721","Yayasan Jumhuriyyah","Kp. Cipunaga, -, Kec. Agrabinta, Kab. Cianjur Prov. Jawa Barat","Y Nurhalim Hidayatuloh","SARIP HIDAYAT","43273","AHU-0023402.AH.01.04","16 Nov 2015","2"
"AE2958","Yayasan Pendidikan Ma'arif NU","Jl. Raya Kediri Banyuarang Ngoro Jombang, -, Kec. Ngoro, Kab. Jombang Prov. Jawa Timur","H. Muhadjir Ali","AGUNG SULISTYO","61473","01","01 Jan 1995","3"
"AM7579","Yayasan Al Fath Wiraga Mulia","Palem Kartika no 20, Bambu Apus, Kec. Matraman, Kota Jakarta Timur Prov. D.K.I. Jakarta","Uga Wiranto","","","20","05 Dec 1997","1"
"AB2795","AS-SALAFY AL-AMIEN","JL.PONPES RIYADUL BANIN WAL BANAT, JATI GUNTING, Kec. Wonorejo, Kab. Pasuruan Prov. Jawa Timur","H.MACHRUS ALI, SH.","ABD. ROZAQ","67173","","","5"
"AJ2484","yayasan putra bakhar candra","Jl. Basri dg Solong desa Parigi, PARIGI, Kec. Tinggi Moncong, Kab. Gowa Prov. Sulawesi Selatan","Drs Ishaq Chandra","Marlina","92174","7","06 Jun 2016","1"
"AB4474","AL AUTAD","Dusun tengah masalima masalembu, -, Kec. Masalembu, Kab. Sumenep Prov. Jawa Timur","QAMARUDDIN","Kamaruddin","69492","12","16 Jan 2023","4"
"AD4510","Himmatul Mukhlisiyah","Kersamanah, -, Kec. Kersamanah, Kab. Garut Prov. Jawa Barat","Deden Abdal Aziz Ropiqi,S.S","Fauzi Yudani Mubarok","44185","2984","11 Jul 2011","2"
"AG6669","salafiyah syafiiyyah pangkalan jati","jl. madrasah, pangkalan jati, Kec. Cinere, Kota Depok Prov. Jawa Barat","Drs. Madani Abdullah","Ahmad Rifai","16513","","28 Aug 2015","1"
"AY4200","YAYASAN NUR HIKMAH GARUT","Jl Raya Bayongbong Km, 5, -, Kec. Cilawu, Kab. Garut Prov. Jawa Barat","Drs. Sutardjo, M.M.PD","Muhamad Sanusi","44181","12","16 Feb 2022","1"
"AF4457","YAYASAN BIJI SESAWI INDONESIA","Jl. Mantangai, SELAT HILIR, Kec. Selat, Kab. Kapuas Prov. Kalimantan Tengah","Ir. ARDIANSON REIDEL UNJUNG, MM","","","20","22 Nov 2011","1"
"AO1327","YAYASAN PERGURUAN PAWIYATAN","TANGKIS TURI 4-6, -, Kec. Sukomanunggal, Kota Surabaya Prov. Jawa Timur","DODY MARSETYOHADI, BA","SUGIYONO","60181","C-444.HT.03.01 2003","02 Jun 2003","2"
"AC7242","YAYASAN PONDOK PESANTREN AL-MIFTAHUL KHAIRAT","Jl. Datu Dehe Medain Desa Badrain Kec. Narmada Kab. Lombok Barat, -, Kec. Narmada, Kab. Lombok Barat Prov. Nusa Tenggara Barat","NURDIN, S.Pd., M.Si","AHMAD ARIYADI PRATAMA","83371","001/YPP.MK/SK/V/2015","25 May 2015","3"
"AO2522","Mulya Putra Bangsa Jambi","Jl. H. Ir Juanda Simpang Tiga Sipin, Simpang Tiga Sipin, Kec. Kota Baru, Kota Jambi Prov. Jambi","Indra Fabriyono, S.Pi,M.Pd","Rohman Sangaji","36125","AHU-870.AH.01.04 Tahun 2011","25 Feb 2011","1"
"AI0961","YAYASAN PENDIDIKAN ISLAM AL-HUSAENI","Lebakbiru, Ciheulang, Kec. Ciparay, Kab. Bandung Prov. Jawa Barat","Drs. Umar Faruk","KIKI RIZKI MUHAMAD LUTFI","40381","39","23 May 1979","1"
"AH8708","Mathlabul Huda","Jl. H. Ahmad Satibi Km1 Koroncong, -, Kec. Koroncong, Kab. Pandeglang Prov. Banten","Arjuk","bahrul haer","42251","36","12 Sep 2002","3"
"AA2445","LEMBAGA PENDIDIKAN MA'ARIF NU SUMEDANG","Jl. Kutamaya No. 25 Komplek Islamic Centre, Kota Kulon, Kec. Sumedang Selatan, Kab. Sumedang Prov. Jawa Barat","Drs. RAHMAT HIDAYAT, M.MPd","SAID HARISMANSYAH","45311","103","15 Jan 1986","4"
"AA2466","Yayasan Wahana Bahari","Jl. Raden Umar Wirahadikusumah No.69, -, Kec. Cibugel, Kab. Sumedang Prov. Jawa Barat","Drs. Cucu Sanusi","Agus Ruhiat,","45371","01","25 Oct 2010","1"
"AG5101","DAARUL ABROOR","Cibeureum, Cikadu, Kec. Cisayong, Kab. Tasikmalaya Prov. Jawa Barat","Drs. Iis Syayidah","Maliki","46153","76","16 Jul 1990","1"
"AE1251","Robithotul Ma'ahid","Jl. KH.Izzudin No 01 Ganggawnag, Ganggawang, Kec. Salem, Kab. Brebes Prov. Jawa Tengah","KH. Saepul Rohman, SH.","Riana Eka Mei Riza","52275","SK Mendikbud No 800/103.07/MN/1998","25 May 1998","3"
"AH6216","YAYASAN DHARMA BHAKTI INDONESIA TOMOHON","JL. PERLOMBAAN NO. 499, KAKASKASEN DUA, Kec. Tomohon Utara, Kota Tomohon Prov. Sulawesi Utara","Kie Nio Runtuwene","Febrianti Valentine","95416","","","1"
"AA6919","YAYASAN PENDIDIKAN BERBUDI BAWA LAKSANA","Jl. Gaswangi Jabung Gantiwarno Klaten, Jabung, Kec. Gantiwarno, Kab. Klaten Prov. Jawa Tengah","H. DJAETUN H.S","EKO FEMBRI BURHANUDDIN","57455","652/I03/I/88","22 Apr 1988","1"
"AM5694","YAYASAN BRI BERKASIH","KI HAJAR DEWANTARA, TULAMALAE, Kec. Malaka Barat, Kab. Malaka Prov. Nusa Tenggara Timur","JOSEPH BRIA","JULIUS WOLFGANG BRIA, SE","85111","","30 Dec 2014","1"
"AD9939","YPKI UMAR FATAH","Jl. Raya Rembang-Lasem Km.7,5 Punjulharjo Rembang, PUNJULHARJO, Kec. Rembang, Kab. Rembang Prov. Jawa Tengah","Dr. Arif Rahman Hakim","Khairil Anwar","59251","3913/421.3","25 Aug 2014","1"
"AC2032","YUWAWIRA WIDIYATNA MAHARDIKA",", Kedaton, Kec. Kedaton, Kota Bandar Lampung Prov. Lampung","AGUNG INDRA KESUMA","Ari Wibowo Kelana A","","No.09/03 Nov 2012","12 Sep 2014","1"
"AA0054","Yayasan Perguruan Santo Bellarminus","Jl Lombok No 58, -, Kec. Menteng, Kota Jakarta Pusat Prov. D.K.I. Jakarta","IFFAN DARMAWAN","Petrus Huba Daylima","10350","30","20 Feb 1975","4"
"AF0649","YAYASAN PENDIDIKAN PURNA MANUNGGAL","JL ANGGREK XV GADING SARI, GADING SARI, Kec. Tapung, Kab. Kampar Prov. Riau","EDI SUGIARTO","","28464","42","07 Aug 1995","1"
"AD3905","Yayasan Marga Asah Talenta","TKI III BLOK F.1, Mekarrahayu, Kec. Margaasih, Kab. Bandung Prov. Jawa Barat","Leo Van Beurden.OSC","Ade Saputra","40218","C-2419 HT.01.02.TH 2006","19 Oct 2006","5"
"AG6919","Pendidikan Jenderal Soedirman Purwokerto","H. M. Bachroen, Berkoh, Kec. Purwokerto Selatan, Kab. Banyumas Prov. Jawa Tengah","Drs. Sutarso Abdul Ghoffar","WULAN TRI UTAMI","53181","121212","26 Feb 2015","1"
"AC2705","DARUL MA'RIFAH","Jalan Tjilik Riwut Km. 2,2 Sampit, BAAMANG BARAT, Kec. Baamang, Kab. Kotawaringin Timur Prov. Kalimantan Tengah","H. ZAKARIA","Parmanda Samosir","74312","02","12 Apr 2010","2"
