"npsn","tanggal_pendirian","tanggal_operasional"
"20213871","01-01-1969","01-01-1969"
"20214792","27-03-1984","26-11-1983"
"20214793","18-11-1994","29-08-1995"
"20214794","08-02-1965","26-10-1965"
"20214795","06-06-1965","06-06-1965"
"20214801","04-07-1988","04-07-1988"
"20214802","02-08-1997","02-08-1997"
"20214803","04-05-1993","04-05-1993"
"20214805","14-04-1982","24-09-2012"
"20214806","01-02-2007","14-08-2012"
"20214807","15-02-1990","19-03-1979"
"20214820","04-03-2000","13-04-2009"
"20214824","05-06-1989","01-11-2007"
"20214982","02-07-2001","02-07-2001"
"20214984","02-01-1985","19-05-1987"
"20215973","22-02-2016","22-02-2016"
"20215994","22-02-2016","01-05-1975"
"20215995","18-02-2002","22-02-2016"
"20215998","18-11-2003","18-11-2003"
"20216004","31-12-1969","22-02-2016"
"20217030","01-01-1900","01-01-1900"
"20217033","20-11-1995","20-11-1995"
"20217034","01-12-2001","01-12-2001"
"20217037","09-08-1965","23-06-1969"
"20217369","29-11-1985","05-06-2012"
"20218375","",""
"20218377","26-11-1992","15-07-1991"
"20218459","30-03-1999","10-10-2011"
"20218476","01-01-1900","-"
"20219140","23-01-1976","23-01-1976"
"20219143","01-01-1901","01-01-1900"
"20219144","-","-"
"20219148","-","-"
"20219159","26-05-1987","05-06-1989"
"20219161","01-01-1901","01-07-1989"
"20219164","01-01-1900","07-03-1997"
"20219176","12-09-1958","12-09-1958"
"20219178","01-01-1901","01-09-1950"
"20219180","-","-"
"20219183","-","-"
"20219212","01-01-1901","12-04-1989"
"20219217","21-03-2000","21-03-2000"
"20219226","11-12-1980","31-08-2020"
"20219281","01-03-1975","26-12-2012"
"20219288","19-01-2016","02-11-1979"
"20219292","14-08-1991","14-08-1991"
"20219296","07-12-1995","07-12-1995"
"20219299","",""
"20219301","01-01-1901","24-12-1977"
"20219303","06-01-1996","16-08-1999"
"20219304","15-10-2011","15-07-1998"
"20219305","08-11-1993","11-12-1995"
"20219319","09-06-2006","09-06-2006"
"20220277","04-06-1974","04-06-1974"
"20220278","15-05-2001","15-05-2001"
"20220279","06-10-1969","16-11-1981"
"20220285","29-07-1992","29-07-1992"
"20220286","03-04-1996","16-08-1999"
"20220288","28-08-1998","12-09-2001"
"20220289","06-05-1974","06-05-1974"
"20220292","01-01-1900","01-01-1900"
"20220294","07-01-2001","07-01-2001"
"20220296","01-01-1900","01-01-1900"
"20220297","-","-"
"20220300","28-12-1979","16-12-1995"
"20220301","15-12-1981","15-12-1981"
"20220302","17-03-1999","31-03-2000"
"20220305","13-11-1979","13-11-1979"
"20220309","-","-"
"20220310","11-07-2000","11-07-2000"
"20220339","28-08-1998","28-08-1998"
"20221564","",""
"20221565","",""
"20221571","05-06-1989","05-06-1989"
"20221572","15-03-1990","15-03-1990"
"20221594","",""
"20221595","28-09-1998","28-09-1998"
"20221616","08-03-2012","10-12-2012"
"20221617","01-10-1984","12-02-2016"
"20221618","17-07-1986","17-07-1986"
"20222163","07-05-1998","07-05-1998"
"20222164","01-03-1975","16-05-2012"
"20222165","-","19-03-1985"
"20222171","14-08-1991","05-04-2008"
"20222176","28-09-1994","28-09-1994"
"20222310","09-09-1976","10-08-2007"
"20223035","21-08-2001","21-08-2001"
"20223038","16-08-1996","31-07-2008"
"20223086","-","-"
"20223087","26-05-1998","26-05-1998"
"20223088","08-02-2000","21-03-2000"
"20223110","12-05-1995","28-07-2010"
"20223116","24-10-1979","24-10-1979"
"20223117","",""
"20223118","08-03-2016","09-06-1989"
"20223120","11-03-2000","11-03-2000"
"20223124","14-02-2000","01-03-2004"
"20223126","01-01-1901","09-01-2001"
"20223127","16-08-1996","16-08-1996"
"20223130","14-09-2001","14-09-2001"
"20223131","23-09-1998","23-09-1998"
"20223132","05-06-2012","13-02-1986"
"20223134","27-11-1979","25-09-1979"
"20223136","16-05-1997","16-05-1997"
"20223138","21-10-1999","21-10-1999"
"20223813","20-11-1984","18-10-2018"
"20223815","06-06-1994","18-10-2018"
"20224083","05-05-1982","05-05-1982"
"20224125","08-04-1988","01-01-1900"
"20224503","01-06-1994","29-02-1996"
"20224515","18-07-2003","11-07-2016"
"20224516","-","-"
"20224521","13-10-2004","13-10-2004"
"20224524","06-07-2005","06-07-2005"
"20224525","01-01-1900","01-06-2006"
"20224553","05-06-1989","05-06-1989"
"20224593","01-08-1964","20-03-2007"
"20224597","-","-"
"20227478","25-01-2001","29-01-2001"
"20227479","-","-"
"20227483","06-06-2003","25-05-2015"
"20227485","27-12-2013","21-05-2007"
"20227487","17-11-2003","23-08-2004"
"20227931","17-11-2000","17-11-2000"
"20227941","16-06-1992","16-06-1992"
"20227945","27-09-1977","27-09-1977"
"20227965","27-10-1981","27-10-1981"
"20227974","17-03-2002","13-03-2012"
"20228510","23-07-1998","18-03-2002"
"20228525","14-02-2007","14-02-2007"
"20228531","15-02-2001","15-02-2001"
"20228532","15-02-2001","15-02-2001"
"20228550","21-07-1999","19-07-1998"
"20228557","01-01-1900","01-01-1900"
"20228559","-","10-09-1988"
"20228561","",""
"20229191","13-12-2000","13-12-2000"
"20229195","23-05-1996","18-10-2018"
"20229199","",""
"20229200","19-05-1987","03-08-2020"
"20229202","27-08-1993","30-10-2018"
"20229204","30-12-1987","03-08-2020"
"20229206","15-07-1986","18-10-2018"
"20229207","06-06-1994","03-08-2020"
"20229208","",""
"20229210","18-02-2001","31-10-2022"
"20229215","09-08-2021","23-12-2016"
"20229216","12-04-1982","30-03-2015"
"20229220","12-12-2003","12-12-2003"
"20229221","14-01-1984","18-10-2018"
"20229223","06-06-1994","03-08-2020"
"20229225","14-10-1989","03-08-2020"
"20229228","10-10-2013","18-10-2018"
"20229231","19-05-1987","18-10-2018"
"20229238","24-04-1986","18-10-2018"
"20229252","01-07-2004","01-07-2004"
"20229653","31-12-1976","05-06-2012"
"20229654","25-04-2001","21-04-2015"
"20229659","23-09-2004","23-09-2004"
"20229748","13-07-2011","28-02-2011"
"20229775","26-04-2006","18-10-2013"
"20229778","29-06-1988","29-06-1988"
"20229783","05-11-2003","05-11-2003"
"20229796","25-06-1980","25-06-1980"
"20231375","05-01-2001","01-11-2002"
"20231390","04-10-2002","04-10-2002"
"20231405","18-02-2002","19-02-2002"
"20231411","01-10-2001","21-10-2011"
"20231415","02-10-1985","04-03-1987"
"20231434","18-09-1984","18-09-1984"
"20231453","03-06-1996","03-06-1996"
"20231455","01-01-1901","11-02-1998"
"20231730","07-07-1986","12-05-1995"
"20231731","28-08-2000","20-05-2002"
"20231733","",""
"20231735","03-12-1997","30-04-1997"
"20231740","20-12-2000","20-12-2000"
"20231742","05-07-1988","05-07-1988"
"20231745","31-12-2004","07-02-2005"
"20232415","11-07-2000","11-07-2000"
"20232417","06-02-2006","06-02-2006"
"20232423","28-12-2004","28-12-2004"
"20232424","01-11-2002","01-11-2002"
"20232425","03-09-2008","10-09-2008"
"20232431","04-11-2004","04-11-2003"
"20232432","01-06-1998","08-01-2002"
"20232434","06-08-2006","06-08-2006"
"20232435","07-04-2008","31-01-2008"
"20232438","25-06-2000","03-10-2002"
"20232439","01-01-1900","01-01-1900"
"20232442","16-10-1998","27-07-1999"
"20232445","22-12-2016","01-09-2006"
"20232451","16-07-1997","16-07-1997"
"20232453","27-07-1999","27-07-1999"
"20232460","",""
"20232465","15-01-1999","22-07-2002"
"20232475","02-02-2001","02-02-2001"
"20232477","02-02-2001","02-02-2001"
"20232478","24-10-2019","24-04-1990"
"20232490","22-08-1998","22-08-1998"
"20232491","29-09-2003","29-09-2003"
"20232492","08-01-2002","08-01-2002"
"20232493","01-01-1900","01-01-1900"
"20232494","29-05-2003","29-09-2003"
"20232497","-","-"
"20232499","15-03-2003","04-11-2003"
"20232501","",""
"20232503","19-01-2001","19-01-2001"
"20232531","27-07-1999","18-10-2018"
"20232534","30-12-2005","30-10-2018"
"20232535","12-08-1997","31-10-2022"
"20232537","09-02-2016","03-08-2020"
"20232538","01-01-1901","03-08-2020"
"20232545","03-08-2020","03-08-2020"
"20232548","01-01-1900","01-01-1900"
"20233673","15-04-2002","15-04-2002"
"20233676","27-01-1997","04-02-1998"
"20233677","24-06-2004","24-06-2004"
"20233681","18-10-2003","18-10-2003"
"20233683","18-12-2003","20-02-2003"
"20233686","07-12-2000","07-12-2000"
"20233690","26-06-2009","26-06-2009"
"20233692","06-12-2005","06-12-2005"
"20233693","20-02-2006","20-02-2006"
"20237405","01-01-1901","01-01-1900"
"20238031","15-11-2005","15-11-2005"
"20238035","03-10-2000","03-10-2000"
"20238037","15-07-2003","15-07-2003"
"20238038","01-01-1900","28-01-2005"
"20238039","02-01-2006","02-01-2006"
"20238041","11-02-2004","11-02-2004"
"20238043","14-07-2008","13-08-2002"
"20238044","17-09-2004","17-09-2004"
"20238046","28-06-2001","28-06-2001"
"20238048","30-09-2005","30-09-2005"
"20238049","14-08-1990","02-06-2016"
"20238523","15-05-2001","15-05-2001"
"20238525","03-02-1958","08-09-2020"
"20238527","01-01-1900","-"
"20238534","10-11-2003","10-11-2003"
"20238535","30-11-2006","30-11-2006"
"20238537","18-03-2002","18-03-2002"
"20238538","25-06-2001","25-06-2001"
"20238539","02-05-2005","02-05-2005"
"20238542","11-01-1978","11-01-1978"
"20241355","18-11-2003","18-11-2003"
"20244683","20-09-1981","12-01-2012"
"20244684","01-06-1983","01-06-1983"
"20244688","20-01-2000","02-08-1997"
"20244689","05-06-1998","05-05-1999"
"20244691","01-04-2008","02-05-1986"
"20244692","04-05-2004","01-02-2007"
"20244693","02-07-2001","11-06-2013"
"20244698","02-10-2006","02-10-2006"
"20244699","11-10-2004","11-10-2004"
"20244735","28-05-2015","27-08-2020"
"20244751","20-06-2007","16-01-2008"
"20244757","26-02-2007","22-02-2016"
"20244765","23-07-1998","23-07-1998"
"20244766","02-02-2005","24-01-2005"
"20244767","30-06-1997","30-12-1996"
"20245286","-","-"
"20245436","26-01-2007","26-01-2007"
"20245437","30-06-2006","10-06-2015"
"20246370","01-09-2004","01-09-2004"
"20246375","22-12-2011","22-12-2011"
"20246388","28-03-2007","28-03-2007"
"20246487","16-05-2006","18-09-2007"
"20247201","13-12-2006","13-12-2006"
"20247250","05-12-2008","05-12-2008"
"20247265","01-01-1901","16-04-2008"
"20247288","13-07-2007","13-07-2007"
"20247325","01-11-1999","18-02-2003"
"20251857","08-05-2007","25-02-2015"
"20252045","01-10-1986","01-10-1986"
"20252195","01-01-1900","01-01-1900"
"20252197","11-06-2007","11-06-2007"
"20252206","07-08-2006","07-08-2006"
"20252207","01-01-1900","19-01-2010"
"20252208","13-07-2005","13-07-2005"
"20252323","07-02-2001","15-12-1999"
"20252388","15-09-2006","15-09-2005"
"20252413","30-01-2007","30-01-2007"
"20252537","20-01-2002","16-09-2002"
"20252546","02-02-2002","04-06-2002"
"20252557","24-05-2016","24-05-2016"
"20252558","14-05-2005","11-10-2005"
"20252559","02-05-2006","14-06-2007"
"20252561","-","-"
"20252604","22-11-2001","22-11-2001"
"20252841","12-04-2004","08-12-2006"
"20252867","14-09-2007","09-07-2007"
"20252874","01-07-1997","06-03-2008"
"20252875","11-07-2005","11-07-2005"
"20252955","11-11-2007","18-10-2018"
"20252962","25-02-2008","25-02-2008"
"20253046","11-09-1998","11-09-1998"
"20253131","27-12-2007","27-12-2007"
"20253138","22-02-2016","31-07-2006"
"20253229","28-10-2002","28-02-2006"
"20253319","28-07-2008","28-07-2008"
"20253352","-","-"
"20253369","",""
"20253379","11-11-2014","11-11-2014"
"20253392","20-08-2008","16-01-2013"
"20253549","11-02-2011","30-10-2009"
"20253565","28-08-2008","28-08-2008"
"20253579","23-06-2008","23-06-2008"
"20253598","14-06-2008","13-10-2008"
"20253654","13-11-2001","13-11-2001"
"20253655","05-07-2007","04-02-2008"
"20253657","01-08-2008","01-08-2008"
"20253671","10-06-2008","10-06-2008"
"20253782","01-01-1901","13-11-2013"
"20253855","04-12-2008","09-03-2005"
"20253861","24-12-2008","24-12-2008"
"20253907","18-02-2008","25-01-2016"
"20253909","01-01-1900","06-08-2006"
"20253969","15-05-2007","12-12-2008"
"20253970","05-01-2006","17-12-2008"
"20254026","07-11-2014","11-03-2000"
"20254041","10-02-2007","10-02-2007"
"20254048","30-10-2009","24-01-2011"
"20254052","05-12-2008","05-12-2008"
"20254146","25-02-2009","25-02-2009"
"20254196","22-01-2008","22-01-2008"
"20254247","19-07-2007","03-08-2010"
"20254256","31-01-2008","31-01-2008"
"20254284","01-01-1901","19-09-2008"
"20254291","28-07-2006","07-01-2015"
"20254632","19-01-2007","19-07-2010"
"20254646","02-01-2008","13-01-2010"
"20254669","",""
"20254697","01-04-2009","01-04-2009"
"20254699","28-03-2008","16-04-2009"
"20254845","31-01-2008","31-01-2008"
"20255039","-","-"
"20255702","-","-"
"20255760","06-08-2009","06-08-2009"
"20255776","09-07-2008","09-07-2008"
"20255901","05-11-2007","26-09-2016"
"20256553","19-06-2009","19-06-2009"
"20256557","21-07-2008","25-06-2009"
"20256564","21-05-2015","07-07-2007"
"20256565","22-08-2011","11-09-2008"
"20256576","23-03-2007","23-03-2007"
"20257146","15-03-2007","18-10-2018"
"20257268","21-12-2015","10-07-2009"
"20257493","11-12-2009","07-12-2009"
"20257889","01-01-1901","01-01-1900"
"20257901","27-09-2009","08-09-2009"
"20258059","01-12-2008","02-06-2009"
"20258095","15-06-2009","15-06-2009"
"20258119","01-07-2009","13-11-2009"
"20258122","04-01-2010","04-01-2010"
"20258132","27-10-2009","27-10-2009"
"20258215","25-11-2009","25-11-2009"
"20258244","31-03-2009","31-03-2009"
"20258348","04-12-2008","04-12-2008"
"20258391","11-01-2012","25-08-2009"
"20258445","-","-"
"20258452","18-03-2005","23-11-2009"
"20258453","26-10-1965","08-05-2019"
"20258461","12-07-2007","05-06-2008"
"20258510","04-01-2010","04-01-2010"
"20258512","21-01-2009","21-01-2009"
"20258522","08-06-2006","04-03-2010"
"20259598","29-09-2016","01-01-1900"
"20262092","11-07-2006","21-01-2009"
"20262132","26-03-2008","30-05-2007"
"20263962","11-02-2008","11-02-2008"
"20263968","15-08-2006","15-08-2006"
"20264741","01-01-1901","01-01-1900"
"20265481","25-08-2006","03-03-2007"
"20265523","",""
"20265524","21-12-2006","11-08-2008"
"20265528","",""
"20265530","09-06-2006","09-06-2006"
"20265536","29-11-2011","29-11-2011"
"20265538","25-06-1998","25-06-1998"
"20265539","27-05-2011","27-05-2011"
"20265542","14-12-2009","14-12-2009"
"20265543","20-05-2011","20-05-2011"
"20267646","05-01-2011","05-01-2011"
"20267761","11-02-2011","17-03-2010"
"20267917","10-07-2008","17-03-2010"
"20267923","01-01-1900","10-08-2009"
"20267933","22-04-2010","22-04-2010"
"20267945","01-01-1901","22-03-2011"
"20267946","03-03-2009","03-03-2009"
"20268183","01-01-1900","01-01-1900"
"20268219","17-09-2008","17-09-2008"
"20268220","17-09-2008","17-09-2008"
"20268241","01-11-2009","25-11-2009"
"20268251","09-01-2001","09-01-2001"
"20268252","01-01-1901","27-12-2012"
"20268268","18-05-2008","10-09-2009"
"20268293","06-07-2011","06-07-2011"
"20268294","23-01-2011","16-09-2013"
"20268296","01-01-1901","09-05-2011"
"20268298","",""
"20268304","03-02-2010","18-10-2018"
"20268425","18-05-2008","11-08-2010"
"20268426","-","-"
"20268432","10-09-2009","18-10-2018"
"20268485","13-01-2010","13-01-2010"
"20268501","01-01-1901","07-05-2010"
"20268508","02-11-2012","18-03-2009"
"20268527","08-08-2008","08-08-2008"
"20268562","30-10-2012","30-10-2012"
"20268566","26-07-2011","26-07-2011"
"20268585","28-05-2014","28-05-2014"
"20268734","27-01-2012","27-01-2012"
"20268735","04-06-2010","26-08-2010"
"20268740","01-02-2010","09-08-2010"
"20268752","28-09-2009","28-09-2009"
"20268791","30-03-2009","12-10-2010"
"20268813","06-05-2010","09-09-2013"
"20268817","08-07-2010","10-11-2010"
"20268821","06-10-2010","06-10-2010"
"20268852","11-08-2009","22-02-2016"
"20268893","01-12-2009","08-04-2010"
"20268961","29-01-2010","29-01-2010"
"20268980","01-07-2016","01-07-2016"
"20269061","11-04-2008","30-11-2012"
"20269064","30-11-2010","30-11-2010"
"20269158","02-02-2009","15-04-2009"
"20269163","12-02-2010","02-05-2011"
"20269184","",""
"20269218","16-12-2010","16-12-2010"
"20269294","20-07-2010","03-08-2020"
"20269318","13-07-2009","13-07-2009"
"20269416","14-01-2011","21-01-2011"
"20269515","01-01-1900","14-12-2010"
"20269587","27-11-2018","05-11-2010"
"20269597","16-07-2010","16-07-2010"
"20269651","31-12-2010","31-12-2010"
"20269693","-","03-03-2011"
"20269975","04-07-2009","19-01-2011"
"20270173","25-10-2010","25-10-2010"
"20270209","29-03-2011","30-10-2018"
"20270546","01-01-1901","01-01-1900"
"20270667","23-06-2008","23-06-2008"
"20270759","03-11-2011","06-06-2016"
"20270782","11-11-2010","08-08-2020"
"20270819","13-07-2009","04-07-2011"
"20270824","06-06-2005","13-11-2009"
"20270832","31-05-2011","24-02-2011"
"20270898","01-01-1901","15-01-2009"
"20270932","16-11-2015","30-08-2010"
"20270957","16-07-2010","04-01-2011"
"20271073","26-09-2011","22-02-2016"
"20271154","10-02-2011","05-10-2011"
"20271204","04-01-2011","04-01-2011"
"20271212","25-08-2010","25-08-2010"
"20271243","31-03-2011","31-03-2011"
"20271280","-","-"
"20271357","",""
"20271398","31-12-2010","21-04-2011"
"20271415","19-12-2011","10-08-2009"
"20271493","19-06-2009","19-06-2009"
"20271528","14-05-2010","26-07-2011"
"20271602","23-11-2015","04-08-2010"
"20271648","21-04-2011","19-06-2014"
"20271653","01-07-2009","01-09-2020"
"20271664","-","-"
"20271677","05-11-2010","05-11-2010"
"20271747","18-03-2011","09-09-2016"
"20271756","01-01-1901","09-12-2013"
"20271759","02-07-2012","02-07-2012"
"20271760","10-01-2011","11-06-2013"
"20271775","15-12-2008","15-02-2012"
"20271852","10-03-2010","10-03-2010"
"20271883","01-01-1901","01-01-1900"
"20271922","26-08-2010","26-08-2010"
"20272028","04-06-1974","11-08-1981"
"20272029","",""
"20272032","03-03-2011","03-03-2011"
"20272033","03-12-2013","03-12-2013"
"20272047","29-12-2009","29-12-2009"
"20272048","22-12-2009","22-12-2009"
"20272049","30-11-2010","30-11-2010"
"20272050","07-01-2008","29-12-2009"
"20275359","01-07-2011","22-11-2011"
"20275816","12-02-2012","13-02-2012"
"20275885","01-07-2011","28-05-2012"
"20275984","16-10-2018","21-08-2011"
"20275998","30-12-2011","30-12-2011"
"20276063","06-02-2012","06-02-2012"
"20276114","14-05-2012","18-10-2018"
"20276115","19-06-2012","18-10-2018"
"20276125","15-12-2011","02-03-2011"
"20276162","11-07-2012","22-03-2013"
"20276164","27-01-2012","03-05-2012"
"20276166","31-05-2011","31-01-2012"
"20276177","-","11-03-1998"
"20276181","",""
"20276408","01-01-1901","17-04-2012"
"20276412","-","17-10-2011"
"20276418","11-06-2011","18-06-2012"
"20276421","-","-"
"20276422","20-06-2011","24-07-2012"
"20276428","03-05-2012","27-06-2012"
"20276432","01-01-1900","01-01-1900"
"20279814","01-01-1900","30-12-2011"
